data-division,data-items-familyName,data-items-species-speciesName,data-items-species-folders-description
Monocotyledones,YPERACEAE,Blysmus compressus (L.) Panz. ex Link,"Schoenus compressus [G]; S. brunneus [TA]. [Solander's ms. of Schoenus brunneus] i. ""Schoenus brunneus Solander nova species. At Dunglass [promontory on the Clyde, 2.5 miles east of Dumbarton] Castle in Scotland"" [JL]. ii. ""Schoenus ferrugineus of Dr. Walker at Dunglass Castle. One full grown Specimen was 9 inches high, this otherwise the common size. The Involucrum single, fugacious, & in some Specimens as high as the Spicula. In others about half the Length but in most others not present, even in the youngest"" [JL]. iii. ""The Stalk is round folia bina basi vaginatia. one or two flowers in a Spicula, I saw six stam: ergo 2 flores. examine further"" [JL]."
Monocotyledones,YPERACEAE,Carex atrata L.,"Carex atrata \[TA\]. i. ""Bentesgerry. N° 3"" [?]; ""C. atrata"" [JL]."
Monocotyledones,YPERACEAE,Carex binervis Sm.,Folder
Monocotyledones,PERACEAE,"Carex distans [TA]. i. ""Carex distans"" [JL]",Sheet
Monocotyledones,PERACEAE,Carex distans [G],"speciesName: Carex capillaris L. folders: [{'description': 'Carex capillaris \\[TA\\]. i\\. ""C. capillaris"" \\[JL\\]. ii\\. ""Carex capillaris from Ben-teskerney. Mr. Stuart"" \\[JL\\].'}]"
Monocotyledones,PERACEAE,Carex distans [G],"speciesName: Carex caryophyllea Latour. folders: [{'description': 'Folder 1\\. Carex caryophyllea \\[TA\\].'}, {'description': 'Folder 2\\. Carex caryophyllea \\[TA\\].'}, {'description': 'Folder 3\\. Carex caryophyllea \\[TA\\].'}]"
Monocotyledones,YPERACEAE,"Carex montana [TA]; Huds. [G]; C. praecox [G]. i. ""Carex Saxatilis"" [B]; ""C. montana"" [JL]. ii. ""C. montana from Mr. Yalden, Scotland"" [JL].",Folder
Monocotyledones,PERACEAE,"Carex montana Huds. and C. praecox Jacquin & Linn. Trans. V.2. G. [G]. i. ""Carex saxatilis in the seeding State. Bulstrode Park"" [JL]",Folder
Monocotyledones,PERACEAE,"Carex montana Huds. and C. praecox Jacquin & Linn. Trans. V.2. G. [G]. i. Cites Ray's Syn. 421. ii. ""Vernal Carex. April. It is frequent in dry Pastures early in the Spring. Its early flowering with the Juncus campestris will readily distinguish it from all other Species"" [JL]. iii. ""Carex saxatilis Huds. sed potius Carex montana Lin."" [JL].","Folder 1\. Acer Pseudo-Platanus \[G\]\. i\. ""Maple. Bulls\:\[Bulstrode\] Park"" \[JL\]"
Monocotyledones,PERACEAE,"Carex montana Huds. and C. praecox Jacquin & Linn. Trans. V.2. G. [G]. i. Cites Ray's Syn. 421. ii. ""Vernal Carex. April. It is frequent in dry Pastures early in the Spring. Its early flowering with the Juncus campestris will readily distinguish it from all other Species"" [JL]. iii. ""Carex saxatilis Huds. sed potius Carex montana Lin."" [JL].",Folder 2\. Acer Pseudo\-Platanus \[TA\]\.
Monocotyledones,PERACEAE,Carex arenaria L.,"Folder 1\. Acer Pseudo-Platanus \[G\]\. i\. ""Maple. Bulls\:\[Bulstrode\] Park"" \[JL\]"
Monocotyledones,PERACEAE,Carex arenaria L.,Folder 2\. Acer Pseudo\-Platanus \[TA\]\.
Monocotyledones,PERACEAE,"Carex arenaria [TA]. i. ""Carex Arenaria spica composita, spiculis androgynis, inferioribus remotioribus foliolo longiori instructis, culmo triquetro. Lin: Mich: T: 33. f: 4. Pluk: T: 34. f: 8. Flor: Pruss: T: 31"" [JL]",Folder
Monocotyledones,PERACEAE,Carex arenaria [G],Folder
Monocotyledones,PERACEAE,Carex arenaria [G]. i.,Sheet
Monocotyledones,PERACEAE,"Carex canescens Lightfoot, C. curta Linn. Trans. V.2. G. and C. brizoides Huds. [G]. Sheets 2 and","Carex canescens Lightfoot, C. curta Linn. Trans. V.2. G. and C. brizoides Huds. [G]. Sheets 2 and"
Monocotyledones,PERACEAE,"Carex canescens [TA]; Lightfoot [G]; C. curta Linn. Trans. V.2. G. [G]. [On Sheet 3, larger specimen on right is C. divulsa.]",Carex digitata L.
Monocotyledones,PERACEAE,Carex digitata L.,"Folder 1\. Carex digitata [TA]; G. [G]. i. ""Carex digitata Lin: found near Bath by Mr. Sole [William Sole] of that Place"" [JL]. ii. ""Carex Digitata for the Rev'd Mr. Lightfoot"" [Sole]; ""From Mr. Sole"" [JL]."
Monocotyledones,PERACEAE,Carex digitata L.,"Folder 2\. Carex digitata [TA]; G. [G]. i. ""Carex digitata Lin: found near Bath by Mr. Sole [William Sole] of that Place"" [JL]. ii. ""Carex Digitata for the Rev'd Mr. Lightfoot"" [Sole]; ""From Mr. Sole"" [JL]."
Monocotyledones,PERACEAE,Carex digitata L.,"Folder 3\. Carex digitata [TA]; G. [G]. i. ""Carex digitata Lin: found near Bath by Mr. Sole [William Sole] of that Place"" [JL]. ii. ""Carex Digitata for the Rev'd Mr. Lightfoot"" [Sole]; ""From Mr. Sole"" [JL]."
Monocotyledones,PERACEAE,Carex dioica L.,"Folder 1\. Carex dioica [TA]; G. [G]. i. ""Carex dioica Lin: found near Bath by Mr. Sole [William Sole] of that Place"" [JL]. ii. ""Carex Digitata for the Rev'd Mr. Lightfoot"" [Sole]; ""From Mr. Sole"" [JL]."
Monocotyledones,PERACEAE,Carex dioica L.,"Folder 2\. Carex dioica [TA]; G. [G]. i. ""Carex dioica Lin: found near Bath by Mr. Sole [William Sole] of that Place"" [JL]. ii. ""Carex Digitata for the Rev'd Mr. Lightfoot"" [Sole]; ""From Mr. Sole"" [JL]."
Monocotyledones,PERACEAE,Carex dioica L.,"Folder 3\. Carex dioica [TA]; G. [G]. i. ""Carex dioica Lin: found near Bath by Mr. Sole [William Sole] of that Place"" [JL]. ii. ""Carex Digitata for the Rev'd Mr. Lightfoot"" [Sole]; ""From Mr. Sole"" [JL]."
Monocotyledones,YPERACEAE,"Carex dioica [TA]. i. ""Carex dioica (foemina) Lin:"" [JL]. ii. ""Scotland, Yalden"" [JL]. iii. ""Carex dioica. On Heydon lower common"" [B]. iv. ""No. 8 C. dioica"" [JL].",Folder
Monocotyledones,PERACEAE,"Carex capitata [TA]; Huds. [G]; C. dioica Linn. spike androgynous. G. [G]. i. ""Carex capitata Lin: pro certe"" [JL]; ""By no means. J.E. Smith"" [JES]; ""Spica simplici androgyna ovata, superne mascula.-sed varietas tantum videtur C. dioica Lin: Found upon Bogs near Heydon in Norfolk by the Rev'd Mr. Bryant"" [JL]",Folder
Monocotyledones,PERACEAE,"Carex dioica—androgynous specimens and C. capitata Huds. [G]. i. ""Carex dioica. Androgynous Specimens"" [B]; ""which is probably what Hudson intends by his C. capitata for I never saw any other in England that came so near it. And this is certainly not the true one of Lin."" [Two sheets of specimens in folder, one labelled ""Carex dioica. G."" [G] and ""(Foemina)"" [TA], the other ""Carex dioica-mas. G."" [G]].",Folder
Monocotyledones,PERACEAE,Carex distans L.,Folder and 1 sheet.
Monocotyledones,PERACEAE,"Carex distans-G. [G]. i. ""Carex distans? Scotland, Yalden"" [JL]",Sheet
Monocotyledones,PERACEAE,Carex distans-G L\.,Carex distans-G \[G\]
Monocotyledones,PERACEAE,Carex disticha Huds.,Folder
Monocotyledones,PERACEAE,Carex disticha Huds.,1 sheet
Monocotyledones,PERACEAE,"Carex intermedia-singular variety-G. [G]. i. ""Carex disticha with a Single Spike, w'ch approaches nearest to my Carex capitata; and not the Variety of the Carex leporina as you supposed. My C. capitata was an upright plant-the C. leporina is decumbent"" [B]; ""Bryant"" [JL]. ii. ""I cannot pronounce for certain what Spec: this is from one Sample, only, & that in its seeding State only, in so variable a Genus as the Carex. It has the Habit of a Carex, & there seems to have been 1 flower at Top y' [that] was male. Had I seen it in a younger State, I might possibly have pronounc'd w' th some certainty. Some starv'd Spec: of my C: arenar: & distica. It bids fair likewise for Hudson's C. divisa, if he has any meaning in it, but the Stalk is round"" [JL]. iii. ""This Carex M' Yalden found on Dorsetshire near Weymouth. He sent some Specimens of Newberry in Oxford who was inclin'd to think it no Carex, but the Schoenus fuscus. Spec: Pl: Append: 1664. It does not seem to be that for the following Reason, the Stalk is 3-quet at the Top especially, the Leaves are not filiform: but ensiforme & Micheli [Nov. plant. gen., p. 53, Ordo 1, no. 2. (1729)] says of it, Crescit apud nos cum antecedenti (viz. Sch. albo) a qua differre non vide tur nisi paniculae colore, qui prop-divisa Huds. gathered by the River Side on a dry Bank in a meadow below the Hithe at Colchester, near the Water Lock"" [JL]. ii. ""Colchester Hithe, an C: canescens? cant be C. aculeata for this is old. I take this to be C. loliacea Lin:"" [JL].","Folder 1\. Acer Pseudo-Platanus \[G\]\. i\. ""Maple. Bulls\:\[Bulstrode\] Park"" \[JL\]"
Monocotyledones,PERACEAE,"Carex intermedia-singular variety-G. [G]. i. ""Carex disticha with a Single Spike, w'ch approaches nearest to my Carex capitata; and not the Variety of the Carex leporina as you supposed. My C. capitata was an upright plant-the C. leporina is decumbent"" [B]; ""Bryant"" [JL]. ii. ""I cannot pronounce for certain what Spec: this is from one Sample, only, & that in its seeding State only, in so variable a Genus as the Carex. It has the Habit of a Carex, & there seems to have been 1 flower at Top y' [that] was male. Had I seen it in a younger State, I might possibly have pronounc'd w' th some certainty. Some starv'd Spec: of my C: arenar: & distica. It bids fair likewise for Hudson's C. divisa, if he has any meaning in it, but the Stalk is round"" [JL]. iii. ""This Carex M' Yalden found on Dorsetshire near Weymouth. He sent some Specimens of Newberry in Oxford who was inclin'd to think it no Carex, but the Schoenus fuscus. Spec: Pl: Append: 1664. It does not seem to be that for the following Reason, the Stalk is 3-quet at the Top especially, the Leaves are not filiform: but ensiforme & Micheli [Nov. plant. gen., p. 53, Ordo 1, no. 2. (1729)] says of it, Crescit apud nos cum antecedenti (viz. Sch. albo) a qua differre non vide tur nisi paniculae colore, qui prop-divisa Huds. gathered by the River Side on a dry Bank in a meadow below the Hithe at Colchester, near the Water Lock"" [JL]. ii. ""Colchester Hithe, an C: canescens? cant be C. aculeata for this is old. I take this to be C. loliacea Lin:"" [JL].",Folder 2\. Acer Pseudo\-Platanus \[TA\]\.
Monocotyledones,PERACEAE,Carex divulsa Stokes,"Folder 1\. Acer Pseudo-Platanus \[G\]\. i\. ""Maple. Bulls\:\[Bulstrode\] Park"" \[JL\]"
Monocotyledones,PERACEAE,Carex divulsa Stokes,Folder 2\. Acer Pseudo\-Platanus \[TA\]\.
Monocotyledones,PERACEAE,"Carex elongata Lin.? [TA]; C. divulsa Linn. Trans. G. [G]; C. canescens Huds. [G]. i. Cites Micheli t. 33, f. 11 and Ray's Syn. 424. ii. ""This is commonly called by our English Botanists C. canescens, but very falsely. The Mistake has been occasioned by the mis-placing of the above Synonym of Mr. Ray"" [JL]. iii. ""Carex canescens. Spicis distantibus"" [B]; ""This is certainly that 424 no. 10 of Ray. But I cant think it C. [deleted] Lin:"" [JL]; ""Elongata"" [TA]. iii. ""Dr. Goodenough supposes this to be the C: elongata Lin: It is also the C. canescens Huds."" [JL].",Folder
Monocotyledones,PERACEAE,"Carex canescens Huds. [G]; C. divulsa. G. [G]. i. ""Carex spicata Huds. In the meadows at the Hithe near Colchester. Aug! The Specimens are old, & yet the Capsules do not diverge"" [JL]. [See also under C. curta Sheet 3.]","Folder 1\. Acer Pseudo-Platanus \[G\]\. i\. ""Maple. Bulls\:\[Bulstrode\] Park"" \[JL\]"
Monocotyledones,PERACEAE,"Carex canescens Huds. [G]; C. divulsa. G. [G]. i. ""Carex spicata Huds. In the meadows at the Hithe near Colchester. Aug! The Specimens are old, & yet the Capsules do not diverge"" [JL]. [See also under C. curta Sheet 3.]",Folder 2\. Acer Pseudo\-Platanus \[TA\]\.
Monocotyledones,PERACEAE,Carex echinata Murr.,"Folder 1\. Acer Pseudo-Platanus \[G\]\. i\. ""Maple. Bulls\:\[Bulstrode\] Park"" \[JL\]"
Monocotyledones,PERACEAE,Carex echinata Murr.,Folder 2\. Acer Pseudo\-Platanus \[TA\]\.
Monocotyledones,PERACEAE,"Carex muricata [TA]; Huds. [G]; C. stellulata Linn. Trans. V.2. G. [G]. i. Cites Ray's Syn. 424; Micheli t. 33; Moris, Hist. Ox. t. 12. ii. ""Virginia Water"" [TA]. iii. ""This is frequent in boggy Places in May"" [JL].",Sheet
Monocotyledones,PERACEAE,Carex stellulata Lin. Trans.,"Carex stellulata Lin. Trans. Trans. \[G\]; C. muricata [JL]. i. [Citations as above, and] ""May. Virginia Water"" [JL]. ii. ""Carex muricata. It is very rare in this Species to find a Specimen w. a floral Leaf; as also w. a Spica mascula terminali"" [B]."
Monocotyledones,PERACEAE,Carex muricata Huds.,Q. an young Specimens of C. flava
Monocotyledones,PERACEAE,Carex flacca Schreb.,Folder
Monocotyledones,PERACEAE,Carex flacca Schreb.,2 sheets
Monocotyledones,YPERACEAE,Carex recurva [TA],"The Loose ones from M' Yalden, from Scotland [JL]"
Monocotyledones,YPERACEAE,Carex recurva [TA],This is the C. recurva of D' Goodenough [JL]
Monocotyledones,YPERACEAE,Carex recurva [TA],Carex pendula. Spicis masculis pluribus [B]
Monocotyledones,YPERACEAE,Carex recurva [TA],"Carex pendula. Gramen Cyperoides, folis caryophylleis, Spicis oblongis e pediculis longioribus pendulis. R. Syn. 418. N° 5 [B]; This is worth Notice [JL]"
Monocotyledones,PERACEAE,"Carex recurva [G]. i. ""Carex recurva. This is the plant intended by M' Hudson & most likely is what Ray meant but I shou'd apprehend it to be no more than a variety of C. Caespitosa"" [Pitchford]; ""Certainly what was formerly understood for C. caespitosa, but now made a distinct Species. by M' Pitchford"" [JL]. ii. ""C: caespitosa [deleted and recurva written above] capsulis subscabris. Moris: Sect: 8: T: 12. fig. 14. C. recurva D: Good-----gh"" [JL].","Carex recurva \[G\]. i. ""Carex recurva. This is the plant intended by M' Hudson & most likely is what Ray meant but I shou'd apprehend it to be no more than a variety of C. Caespitosa"" [Pitchford]; ""Certainly what was formerly understood for C. caespitosa, but now made a distinct Species. by M' Pitchford"" [JL]. ii. ""C: caespitosa [deleted and recurva written above] capsulis subscabris. Moris: Sect: 8: T: 12. fig. 14. C. recurva D: Good-----gh"" [JL]."
Monocotyledones,PERACEAE,Carex recurva [G],"speciesName: Carex flava L. folders: [{'description': 'Folder 1\\. Carex nova? \\[TA\\]. i\\. ""Carex flava? From Newfoundland by M\' Banks"" \\[JL\\]; ""rather a new Species"" [?]. ii. ""An Car: flava [seu saxatilis? deleted] Banks. Newfoundland"" \\[JL\\].'}, {'description': 'Folder 2\\. Carex hostiana DC.'}, {'description': 'Folder 3\\. Carex lasiocarpa Ehrh.'}]"
Monocotyledones,YPERACEAE,"Carex caespitosa [G]. i. ""Carex caespitosa Huds: floribus digynis"" [JL]. ii. ""here was fix[ed] from not knowing the plant a Specimen of C. recurva Lin. now in a Separate Sheet under its proper name. T.A."" [TA] [note about removal of a specimen].","Folder 1\. Acer Pseudo-Platanus \[G\]\. i\. ""Maple. Bulls\:\[Bulstrode\] Park"" \[JL\]"
Monocotyledones,YPERACEAE,"Carex caespitosa [G]. i. ""Carex caespitosa Huds: floribus digynis"" [JL]. ii. ""here was fix[ed] from not knowing the plant a Specimen of C. recurva Lin. now in a Separate Sheet under its proper name. T.A."" [TA] [note about removal of a specimen].",Folder 2\. Acer Pseudo\-Platanus \[TA\]\.
Monocotyledones,YPERACEAE,Carex ornithopoda Willd.,"1 Sheet. Carex digitata G. [G]. i. [On reverse:] ""Carex digitata Lin: Kew Hort: May"" [JL]."
Monocotyledones,YPERACEAE,Carex otrubae Podp.,"1 folder. Carex Vulpina [G], Flora Scotica ed. 1, 547 (1777). i. Cites Lin. Sp. Pl. 1382; Haller: Hisp: Helv: N° 1364, Pag: 187; Ray's Syn. P:423; Micheli: Gen: T: 33, f: 13, 14; Moris: Hist: Ox: Sect: 8. T: 12. f: 24; Barrel: Ic: 114. f: 11. ii. ""Carex vulpina"" [JL]."
Monocotyledones,YPERACEAE,Carex ovalis Good.,3 folders.
Monocotyledones,PERACEAE,"Carex leporina Huds., nec Linnaei [G], Flora Scotica ed. 1, 547 (1777); C. ovalis Linn. Trans. Vol.2. G [G]. i. ""Carex leporina"" [B]. ii. ""Carex leporina var. perhaps this may be the C. divisa Huds."" [B]; ""It is C. leporina"" [JL].",Folder
Monocotyledones,PERACEAE,"Carex leporina Huds. nec Linnaei and C. ovalis Linn. Trans. Vol.2. G [G]. i. Cites Lin. Sp. Pl. 1381; Moris. Hist. S: 8, T: 12, f: 29; Fl: Dan: T: 294; Haller: Stirp: Helv: N° 1361. ii. ""Carex leporina Lin: & Huds:"" [JL]",Folder
Monocotyledones,YPERACEAE,"Carex leporina Huds. and C. intermedia Linn. Trans. V.2. G. -a singular variety [G]. i. ""Carex divisa? Huds. This is a variety of the former Carex, & probably is the Capitata also of Huds.---here are Spicae dioicae"" [B]. ii. ""Carex capitata. This is neither a Variety of C. dioica nor C. Leporina; but is undoubtedly the true C. capitata Lin.---Spica exactè ovata; nec cylindrica dioica Sp. Pl. This I believe is the only Specimen of it in Norwich---I gave it to M' Rose, when I first collected it; and I now borrowed it for your Inspection, under a Promise of Return---I went over to Brammerton, [3 miles southeast of Norwich] this season, to search again for it; but in vain---Tis so many years ago, that I have lost all Idea of the Spot where it grew, w'ch was but a small one; but it grew so thick that the Farm[er] might have mown it for a Swathe"" [B].",Carex pallescens L.
Monocotyledones,YPERACEAE,Carex pallescens L.,"Folder 1\. Carex pallescens [TA]. i. Cites Lin. Sp. Pl. 1386; Ray's Syn. 419; Micheli t. 32, f. 13. ii. ""Pale Carex. May & June. This grows in Bogs & moist Meadows in most Parts of England. tho' not so frequent as many others of this Genus"" [JL]. iii. ""Carex pallescens"" [JL]. folders: [{'description': 'Folder 1. Carex pallescens [TA]. i. Cites Lin. Sp. Pl. 1386; Ray\'s Syn. 419; Micheli t. 32, f. 13. ii. ""Pale Carex. May & June. This grows in Bogs & moist Meadows in most Parts of England. tho\' not so frequent as many others of this Genus"" [JL]. iii. ""Carex pallescens"" [JL].'}]"
Monocotyledones,YPERACEAE,Carex panicea L.,Folder 1 and 1 sheet.
Monocotyledones,PERACEAE,"Carex panicea [TA]. i. Cites Linn. Sp. Pl. 1387; Ray's Syn. 418; Micheli t. 32, f. 11; Pluk. t. 91, f. 7; Flor. Dan. t. 261. ii. ""Pink Carex with tumid Capsules. It is frequent in Bogs & moist Meadows. June & July"" [JL]. iii. ""Scotland, Yalden"" [JL]. iv ""Carex panicea"" [B]. Sheet","Carex panicea \[TA\]. i. Cites Linn. Sp. Pl. 1387; Ray's Syn. 418; Micheli t. 32, f. 11; Pluk. t. 91, f. 7; Flor. Dan. t. 261. ii. ""Pink Carex with tumid Capsules. It is frequent in Bogs & moist Meadows. June & July"" [JL]. iii. ""Scotland, Yalden"" [JL]. iv ""Carex panicea"" [B]. Sheet"
Monocotyledones,PERACEAE,Carex panicea [G],Carex panicea [G]
Monocotyledones,PERACEAE,Carex paniculata L.,Folder
Monocotyledones,PERACEAE,Carex paniculata L.,Folder
Monocotyledones,PERACEAE,"Carex paniculata [TA]. i. Cites Ray's Syn. 422; Moris. Hist. Ox. Sect: 8, t. 12. f: 23; Micheli. t. 33, f. 7. ii. ""Paniced Carex. June & July. This is found in Bogs & watery Places, but not very common"" [JL]; ""in great plenty at Virginia Water. G."" [G]. iii. ""Carex paniculata"" [JL]. iv. ""Carex paniculata"" [B]. Folder",Folder
Monocotyledones,YPERACEAE,Carex elongata??? [TA],"C. digitata-a very singular variety-or rather a Lusus Naturae. G. [G]. i. ""Unless a Variety of C. paniculata (& I think it is not) it must be new. It seems to be C. elongata sed. vaide ulterior. Mr Sole"" [JL]. [Specimen seems to be a variety of C. paniculata.] Sheet"
Monocotyledones,PERACEAE,"Carex paniculata [G]. i. ""Cricklade Hill Turnpike Gloucestershire"" [TA]. Sheet","Carex paniculata \[G\]. i\. ""Cricklade Hill Turnpike Gloucestershire"" \[TA\]. Sheet"
Monocotyledones,PERACEAE,Carex paniculata [G]. Carex pauciflora Lightfoot,Folder 1\. Carex Paniculata \[G\]\. Carex Pauciflora Lightfoot
Monocotyledones,PERACEAE,Carex paniculata [G]. Carex pauciflora Lightfoot,Folder 2\. Carex Paniculata \[G\]\. Carex Pauciflora Lightfoot
Monocotyledones,PERACEAE,Carex pseudo-Cyperus [TA].,Folder
Monocotyledones,YPERACEAE,Carex Pseudocyperus L.,"Carex Pseudocyperus \[G\]\. i\. ""Carex Pseudocyperus"" \[JL\]"
Monocotyledones,YPERACEAE,Carex pulicaris L.,"Folder 1\. Carex pulicaris \[TA\], Flora Scotica ed. 1, 543 (1777). i\. ""Carex pulicaris. This, I believe, is one of the most common Species we have in Norfolk. It is to be found in almost every Meadow & moist Piece of Ground about Heydon; and is pretty frequent near Norwich"" \[B\]. ii\. ""pulicaris. 3\. CAREX spica simplici androgyna; flosculis [numerosis deleted] pluribus; masculis terminalibus imbricatis, capsulis retroflexis. [Carex pulicaris deleted] fr. [? from] Linn. Spec. pl. 1380. 3\. ""[? Solander] [description given in Flora Scotica, cited there as ""Lin. Sp. pl. 1380. characteribus emendatis"" and obviously derived from Sp. Pl. ed. 3, 1380 (1764)]. Carex riparia Curt. 1 folder. Carex riparia \[TA\]; C. acuta Varietas a-Huds. & Lightfoot \[G\]. i\. ""Carex acuta (Var: ruffa) Lin: Carex riparia. Curtis"" \[JL\]. Carex rostrata Stokes 1 folder. Carex vesicaria \[TA\]; of Huds. & Lightfoot \[G\]; C. ampulacea Linn. Trans. G. \[G\]; C. rostrata Withering \[G\]. i\. Cites Ray's Syn. 419. ii\. ""Carex vesicaria Lin: sed Var: β Huds."" \[JL\]. iii\. ""An C: vesicaria the first Sort? of Lin. sed Var: β Huds. Virginy Water"" \[JL\]. iv\. ""Tally Pool [may be Talley, about 8 miles west of Llandovery in Dyfed (Pembrokeshire)]"" \[JL\]. Carex? rupestris All. 1 folder. Carex pulicaris G. \[G\]. Carex? saxatilis L. 1 folder. Carex pulla? G. Flores digyni \[G\]. Carex spicata Huds. 3 folders."
